Index: 8, Text: nope
Index: 17285, Text: ugh wanna go bed
Index: 17286, Text: l mean meess
Index: 17292, Text: gone
Index: 17351, Text: days til go vacation family joy
Index: 17364, Text: owwwwwww
Index: 17365, Text: im home alone chanel miss baby
Index: 17373, Text: wish
Index: 17379, Text: dude wish could im ohio
Index: 17393, Text: sry neglected twitter feel bad works crazy im
Index: 17401, Text: display quot exist quot
Index: 17443, Text: finished breaking dawn im hard time dealing fact lol im pathetic
Index: 17444, Text: shrugs think enuff mean im everything b easier im
Index: 17448, Text: driving ofallon pouring rain bueno
Index: 17461, Text: im gonna sad morning
Index: 17492, Text: yup fever high sucks
Index: 17496, Text: ugh hate im
Index: 17523, Text: ughhhhh
Index: 17591, Text: get em girrrl sorry make
Index: 17605, Text: wish waaa
Index: 17622, Text: size tic tacs latin luvas
Index: 17650, Text: dont know fixed
Index: 17678, Text: im tired heading bed alone
Index: 17695, Text: wish
Index: 17735, Text: awwwwwww tht hap
Index: 17760, Text: nah aus one bluetooth def getting
Index: 17769, Text: dangit wish
Index: 17794, Text: donnie baby
Index: 17802, Text: twitter messed sucks bad way katie
Index: 17807, Text: oooohhhhhh sorry texan
Index: 17837, Text: bsnl broadband hrs
Index: 17838, Text: ru wunderland
Index: 17854, Text: soooooo itchyy
Index: 17861, Text: cause hecka moolaa hecka wanna duuude say mom
Index: 17872, Text: im dont count sad
Index: 17887, Text: still clubbin last call aint til hiccups already
Index: 17889, Text: damn people love piss im gon let go
Index: 17928, Text: wanna scoot
Index: 17930, Text: ur comment go
Index: 17943, Text: im like bored hell right lol im kinda mood icecream buts icecream shops closed
Index: 17944, Text: awww man thx invite
Index: 17946, Text: ur tweetin lol wish
Index: 17994, Text: im soo bored spring breaks last day tomorroww ughhh
Index: 18016, Text: abby anissa im boredd
Index: 18069, Text: tinytwitter sucks
Index: 18096, Text: oh u wanna tweet
Index: 18099, Text: dont im going sad
Index: 18103, Text: im miserable lonely night
Index: 18130, Text: reason im like
Index: 18162, Text: bsnl broadband hrs
Index: 18207, Text: knoo riteee ughh
Index: 18228, Text: left
Index: 18230, Text: dont lose
Index: 18283, Text: im craving sort dizziness
Index: 18288, Text: badd headache
Index: 18296, Text: im hungry tweeting fun though
Index: 18353, Text: club wish went uptown im mad
Index: 18361, Text: stm gt followers lt lt peine de plus
Index: 18433, Text: birthday wannt break im scared lonelyyyyy elpppp
Index: 18461, Text: ohno wang
Index: 18465, Text: damn dat really hurts im really cryin
Index: 18504, Text: perth holiday im missing boy xx
Index: 18519, Text: nah excerciceeeeeee
Index: 18521, Text: april foollsss hehe aprill follyyy timee
Index: 18523, Text: get bed lady know im missin mine
Index: 18538, Text: newcastle fins
Index: 18556, Text: wish
Index: 18572, Text: dear twitter friends
Index: 18581, Text: love chicago diddy live gt
Index: 18616, Text: dont know darlin
Index: 18625, Text: aweee dont cry
Index: 18642, Text: hip por que
Index: 18658, Text: misssss
Index: 18692, Text: fuck emo
Index: 18709, Text: wish
Index: 18714, Text: aw
Index: 18718, Text: im total party pooper right
Index: 18726, Text: note self mix tequila budweiser bueno
Index: 18788, Text: miss baby mucho uuhhh need see wrong skype siihh
Index: 18872, Text: im sooo mad ur autograph def rubbing laptop
Index: 18881, Text: im sorrrry thats fault
Index: 18894, Text: sch start tmr
Index: 18896, Text: hope dont stop laps rain
Index: 18911, Text: diddy left building tweet bluddy tweet thnks dat diddy live gt
Index: 18935, Text: im sick saturday night im homework sucks
Index: 18956, Text: new venue buck bt im tired
Index: 19029, Text: har ont halsen
Index: 19036, Text: hot hot hot
Index: 19104, Text: min rain f
Index: 19131, Text: hell internet slow
Index: 19140, Text: waited table wokano long time
Index: 19146, Text: suck
Index: 19160, Text: basically im love x im talking someone new hes really nice dont know wat
Index: 19174, Text: wish
Index: 19225, Text: go granpas birthday party im littlebit sick
Index: 19234, Text: omgeee im soooo drunk well sorta hahah w thee r missin
Index: 19239, Text: chinitaaaaa
Index: 19273, Text: another rainy day sa
Index: 19287, Text: damn sooooo hot jkt
Index: 19322, Text: idk messed sob
Index: 19325, Text: im locked sleep
Index: 19331, Text: sad
Index: 19343, Text: u prolly naked lol ik drunk
Index: 19357, Text: im going meeting getting stuff redy go bck dds
Index: 19380, Text: boy miss schumacher f
Index: 19389, Text: n ng vcl h au kh cho nh ng th ng p n c
Index: 19407, Text: im making sweet love pepto bismol right barf sessions
Index: 19483, Text: darling im sorry bites
Index: 19516, Text: wtf im loosin followers im drunk get emotional lol
Index: 19524, Text: feel dat way
Index: 19528, Text: mad
Index: 19532, Text: heey im gooodgoooood yea know
Index: 19538, Text: owell still p goin sleep imma til wheels fall
Index: 19548, Text: im home go bed social life going hill
Index: 19551, Text: im mood work today dont wanna go
Index: 19558, Text: bruised arm
Index: 19574, Text: im mad didnt get see
Index: 19613, Text: huuuuurts
Index: 19660, Text: beaucoup de tiredeness
Index: 19702, Text: im last day sad sad goin breakfast
Index: 19729, Text: wish
Index: 19740, Text: sad
Index: 19787, Text: serious bloggin im mood hell
Index: 19849, Text: come
Index: 19870, Text: damn ludi
Index: 19886, Text: life
Index: 19910, Text: wish
Index: 19911, Text: true
Index: 19917, Text: dreamt iphone
Index: 19939, Text: im going cry
Index: 20001, Text: dea fun
Index: 20019, Text: yeah tonigt
Index: 20020, Text: love im sad
Index: 20024, Text: skype got one im bored hell
Index: 20037, Text: want top hat
Index: 20062, Text: ideas
Index: 20065, Text: sad come us tonight
Index: 20069, Text: cofession make addictied sigh addicted korean drama lol
Index: 20085, Text: bl dwam maly moood
Index: 20157, Text: dog antibiotics pain med early tim wake help
Index: 20208, Text: fifoooooooooooooo come back
Index: 20273, Text: im desperate one coz dad lost hes im going money
Index: 20278, Text: def situation son son
Index: 20297, Text: updated twitter tweet baha misses sammie
Index: 20307, Text: sad
Index: 20311, Text: f oh nelsinho heikki hero
Index: 20315, Text: im tired cant go bed
Index: 20322, Text: stiff morning owwww tried one pli hurt
Index: 20334, Text: wish
Index: 20339, Text: bsod pc
Index: 20393, Text: kill
Index: 20400, Text: cant believe bbc dont grand prix hd
Index: 20419, Text: justgot nec queue huge
Index: 20438, Text: c xong trang ch mu n con th
Index: 20461, Text: im gonna hospis day moro
Index: 20506, Text: man im ballin fresh prince series finale
Index: 20615, Text: dont wanna study
Index: 20723, Text: awww girl thank hoping get may im confident videos lol
Index: 20732, Text: im sorry thats bummer
Index: 20750, Text: fever hay
Index: 20770, Text: last day spring break au revoir
Index: 20782, Text: nup
Index: 20840, Text: damn love hood smh
Index: 20884, Text: fever
Index: 20953, Text: msn
Index: 20979, Text: aww know pisses imy mucho
Index: 21013, Text: idk dooo
Index: 21064, Text: oh man im ballin fresh prince series finale
Index: 21070, Text: lucky ikea nz
Index: 21110, Text: im still sleepy
Index: 21134, Text: brutterrimo anche l
Index: 21190, Text: wanna work say hiering well im goin bed
Index: 21194, Text: back london
Index: 21195, Text: im sorry arm feeling better
Index: 21203, Text: twitter promocode giveaways
Index: 21246, Text: hahaits morning
Index: 21283, Text: sad
Index: 21285, Text: irl mod privs revoked
Index: 21327, Text: daaam im sorry bout ur right tho gotta k
Index: 21341, Text: der ist leer
Index: 21384, Text: tweet tweet back school tomorrow muchos hw
Index: 21432, Text: huy magbonding tayo week bilang na lang araw mo sa absi
Index: 21481, Text: awww gone
Index: 21522, Text: woooooooooo hoooooooooooo reall
Index: 21540, Text: sore head
Index: 21548, Text: sad day
Index: 21555, Text: want tweetie itouch
Index: 21606, Text: rip mr zane mis darll
Index: 21660, Text: twitter follow envy
Index: 21747, Text: get last tweet
Index: 21758, Text: gosh im bored wish dancing
Index: 21759, Text: gay
Index: 21786, Text: soo hot
Index: 21797, Text: old twitter ui
Index: 21850, Text: inbox list
Index: 21869, Text: train direction paris ce soir rennes le week end est fini
Index: 21873, Text: wanna rome
Index: 21879, Text: awwww
Index: 21912, Text: oh fart
Index: 21961, Text: im rebelling housework im going homework instead aha geek
Index: 21964, Text: sweetie xoxo
Index: 21981, Text: ppl crazy
Index: 22012, Text: th update im uni
Index: 22019, Text: ugh sweetie ugh
Index: 22033, Text: time twitter
Index: 22077, Text: dare sunny
Index: 22098, Text: art homework ugghhhhhh ms halpan die sleep
Index: 22131, Text: anyone twitter moment one tweet
Index: 22168, Text: perv
Index: 22235, Text: baby girl snoozin couch hot
Index: 22256, Text: typing latest twitter life good sucks big time
Index: 22272, Text: im pm lol im already scheduled double shift tonight oh well
Index: 22277, Text: arghhhhhhhhhhhhh good good
Index: 22296, Text: suck love
Index: 22306, Text: know right pas ada assignment needs done baru deh ngantuk jem segini
Index: 22318, Text: goin ancol
Index: 22328, Text: yeah suck
Index: 22337, Text: last day cruise im diva
Index: 22449, Text: love sebby ankle
Index: 22489, Text: hey hot imagine
Index: 22507, Text: doggy woke got mini fridge lmao
Index: 22518, Text: told msg long lol
Index: 22543, Text: sore stomach
Index: 22564, Text: ilp dealyed due rain
Index: 22587, Text: im stupid register today
Index: 22591, Text: last day eaaster holidays ugh woke jaw paain
Index: 22626, Text: sad face
Index: 22631, Text: bother sleeping sound som ni ack
Index: 22645, Text: lmfao badtimesss xx
Index: 22659, Text: dont get jokee
Index: 22675, Text: msn friends twitter boring
Index: 22676, Text: ja kipt vi tapt
Index: 22679, Text: untill
Index: 22716, Text: dah hari tak call mak
Index: 22755, Text: jazzyyyyyy miss xox
Index: 22756, Text: wish jen coming
Index: 22760, Text: nothin im bored
Index: 22779, Text: hates itunes
Index: 22808, Text: sore throat
Index: 22824, Text: nahhh hate
Index: 22829, Text: rags
Index: 22875, Text: rain day
Index: 22878, Text: dont get
Index: 22882, Text: im starting school tmorow bhhs wish luck yeah
Index: 22948, Text: die schulferien sind vorbei good things come end
Index: 22950, Text: aku mauuu
Index: 22952, Text: damn early amp im late work
Index: 22969, Text: wish
Index: 22979, Text: ayudameee
Index: 22996, Text: im bored unbelieveable
Index: 23044, Text: im fair sick ye know
Index: 23059, Text: dont half mine
Index: 23061, Text: starbucks
Index: 23099, Text: come alone
Index: 23112, Text: im barely sleeping
Index: 23122, Text: sore throat
Index: 23128, Text: im good cant get sleep
Index: 23134, Text: haha yes twitter xd r u im maths grr
Index: 23158, Text: hey sorry twitter
Index: 23177, Text: glass empty gonna fill huh
Index: 23225, Text: uuu twitter de pe blackberry foarte misto dar nu e stilizat
Index: 23265, Text: missin alla ya go bed quot brunch quot later
Index: 23274, Text: oh wat great day headache
Index: 23281, Text: sad
Index: 23287, Text: revision
Index: 23371, Text: haha im gettin ready go church uhhhhhhhhh im tired sore still
Index: 23422, Text: live tv iphone
Index: 23546, Text: link
Index: 23640, Text: lovin new pics ppl lol havenothin c ya l r
Index: 23663, Text: slowly dying sofaa im painnn
Index: 23688, Text: none friends twitter
Index: 23733, Text: girl serenity insane aha
Index: 23766, Text: itong hard disk ay hindi gb
Index: 23795, Text: aw sucksss
Index: 23826, Text: lol dooooo
Index: 23837, Text: tired sore heading bed
Index: 23903, Text: gooood morning rain work til
Index: 23930, Text: sad gone
Index: 23931, Text: hate part right hier
Index: 24049, Text: kind syrup folgers morning sun mine
Index: 24113, Text: sick eww
Index: 24114, Text: miss nathalie
Index: 24137, Text: ack hello calorie day
Index: 24139, Text: cry
Index: 24173, Text: burny
Index: 24242, Text: awwwwwwww poor madonna mean
Index: 24254, Text: im fed work dont want
Index: 24261, Text: fosse com quem
Index: 24272, Text: wonderiing use twitter
Index: 24278, Text: um take two aspirin
Index: 24291, Text: lil r u msg sounded sad
Index: 24320, Text: c h c b r th ng starr l c u nh r tr ng n l lo villain c ng c ai c ng v sau c ng pathetic
Index: 24343, Text: eat till
Index: 24369, Text: ew karen dillards
Index: 24394, Text: gah wish
Index: 24430, Text: im bleading nooooo lips
Index: 24468, Text: need art reaally mood
Index: 24485, Text: lucky goot time til mommy takes
Index: 24505, Text: work till
Index: 24515, Text: ugh
Index: 24552, Text: jake hercules still im math homework
Index: 24592, Text: uhh
Index: 24610, Text: veryy upset likinq sinqul life
Index: 24656, Text: aww arme jij succes nog met leren miss
Index: 24677, Text: im proubly gunna run errands
Index: 24691, Text: well cant watch britain got talent cos im mexico haha dont cry america got talent im girl ha
Index: 24707, Text: hi woke
Index: 24712, Text: awwwwwwww
Index: 24716, Text: omg news internet month
Index: 24718, Text: irl mean real llife fell
Index: 24736, Text: ouch
Index: 24802, Text: mmmmm
Index: 24817, Text: sad weekend soo busyyy
Index: 24832, Text: freezing ars shade german ich frier mir den arsch ab im schatten french j gele le cul l ombre tain
Index: 24855, Text: good bollocked tom lol days til payday
Index: 24921, Text: sad
Index: 24942, Text: vodafone ich bin sad
Index: 24990, Text: bloody twitter update tweets gsl wtf grr
Index: 25079, Text: neck herts
Index: 25106, Text: back london
Index: 25109, Text: setuju walo yang bikin minus itu batesan foto hiks hiks flickr
Index: 25110, Text: wahh im sorry joe
Index: 25131, Text: u tho im tooo far away see u im caribbean
Index: 25144, Text: irl boy girl
Index: 25153, Text: pakcing move
Index: 25177, Text: wot u mean un young
Index: 25182, Text: twitter hard lol
Index: 25211, Text: kill
Index: 25218, Text: sore throat
Index: 25226, Text: urghh gunna leave paragraoh death camps til tommrow
Index: 25237, Text: im guilty go animal crossing ky go
Index: 25242, Text: rain
Index: 25285, Text: forced apply spanish learning school gusta comprendo espanol cuando yo escucho espanol
Index: 25297, Text: sad
Index: 25313, Text: nope
Index: 25328, Text: nowwwww xoxo
Index: 25425, Text: pero clint eastwood se muere al final ay wey spoiler
Index: 25436, Text: sun gone
Index: 25485, Text: anything im bored
Index: 25493, Text: guess im seeing dakota today
Index: 25534, Text: awww miss mum lmao xx
Index: 25585, Text: rowan gonna miss mommy gone
Index: 25601, Text: im sick damn allergies son jus take
Index: 25603, Text: sun shining im working damn
Index: 25632, Text: good morning two hours im going study ill mis greys anatomy lot im hug fan xoxo
Index: 25658, Text: im thinkin tht dont wanna go back school
Index: 25669, Text: fuck fuck fuck
Index: 25673, Text: office sunday fan
Index: 25712, Text: dont love ditch sure dont
Index: 25731, Text: waise le lena chahiye tha un ka number
Index: 25757, Text: sore throat sing noooooooooooooooooooooo
Index: 25764, Text: get twitter
